fn,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western
titles03/index.html.3032,tt0185431,Little Nicky - Satan Junior (2000),little nicky satan junior,http://www.imdb.com/title/tt0185431/,5.3,65565,5400,2000,video.movie,0,0,135,20,235,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3033,tt0185609,Playboy: The Story of X (Video 1998),playboy the story of x video,http://www.imdb.com/title/tt0185609/,6.3,101,4920,1998,video.movie,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3034,tt0185906,Band of Brothers - Wir waren wie Brüder (TV Mini-Series 2001),band of brothers wir waren wie br der tv mini series,http://www.imdb.com/title/tt0185906/,9.6,147400,42300,2001,video.tv,22,20,42,1103,573,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3035,tt0186045,Der Fall Mona (2000),der fall mona,http://www.imdb.com/title/tt0186045/,5.6,10710,5760,2000,video.movie,0,0,41,18,146,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3036,tt0186151,Frequency (2000),frequency,http://www.imdb.com/title/tt0186151/,7.3,67402,7080,2000,video.movie,2,6,35,53,494,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3037,tt0186725,Zatoichi tekka tabi (1967),zatoichi tekka tabi,http://www.imdb.com/title/tt0186725/,7.7,452,5580,1967,video.movie,0,0,2,0,9,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3038,tt0187078,Nur noch 60 Sekunden (2000),nur noch sekunden,http://www.imdb.com/title/tt0187078/,6.4,174553,7080,2000,video.movie,6,5,115,369,487,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.304,tt0033803,Lady Be Good (1941),lady be good,http://www.imdb.com/title/tt0033803/,6.5,409,6720,1941,video.movie,0,0,19,3,22,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3040,tt0187636,Farscape - Verschollen im All (TV Series 1999–2003),farscape verschollen im all tv series,http://www.imdb.com/title/tt0187636/,8.4,19981,3000,1999,video.tv,11,14,327,292,150,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.3041,tt0188557,Demented (1980),demented,http://www.imdb.com/title/tt0188557/,3.6,230,5220,1980,video.movie,0,0,0,0,14,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.3042,tt0189559,Golgo 13: Queen Bee (Video 1998),golgo queen bee video,http://www.imdb.com/title/tt0189559/,6.3,409,3420,1998,video.movie,0,0,6,0,6,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.3044,tt0190590,O Brother\, Where Art Thou? - Eine Mississippi-Odyssee (2000),o brother where art thou eine mississippi odyssee,http://www.imdb.com/title/tt0190590/,7.8,176256,6360,2000,video.movie,7,31,46,25,838,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3046,tt0191664,Zatôichi abare tako (1964),zat ichi abare tako,http://www.imdb.com/title/tt0191664/,7.3,594,4920,1964,video.movie,0,0,4,2,9,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3047,tt0191831,Bigfoot (1967),bigfoot,http://www.imdb.com/title/tt0191831/,7.3,198,60,1967,video.movie,0,0,0,0,13,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
titles03/index.html.3049,tt0192339,Mutant Man (1996),mutant man,http://www.imdb.com/title/tt0192339/,2.0,120,4620,1996,video.movie,0,0,0,0,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.305,tt0033804,Die Falschspielerin (1941),die falschspielerin,http://www.imdb.com/title/tt0033804/,8.0,12109,5640,1941,video.movie,2,0,8,50,103,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.3050,tt0192565,Sam and Max Hit the Road (Video Game 1993),sam and max hit the road video game,http://www.imdb.com/title/tt0192565/,8.3,584,,1993,game,0,0,0,0,8,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3051,tt0192952,AFI's 100 Years... 100 Movies: America's Greatest Movies (1998),afi s years movies america s greatest movies,http://www.imdb.com/title/tt0192952/,7.0,564,8280,1998,video.tv,0,0,8,2,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3052,tt0193253,Jin-Roh (1999),jin roh,http://www.imdb.com/title/tt0193253/,7.6,8486,6120,1999,video.movie,5,1,9,15,55,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3053,tt0193645,Ying xiong ben se (1967),ying xiong ben se,http://www.imdb.com/title/tt0193645/,7.3,27,7080,1967,video.movie,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3054,tt0194218,Panic (2000),panic,http://www.imdb.com/title/tt0194218/,6.8,6614,5280,2000,video.movie,0,0,6,33,117,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3055,tt0195234,Grasgeflüster (2000),grasgefl ster,http://www.imdb.com/title/tt0195234/,6.9,13221,5580,2000,video.movie,3,8,27,142,120,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3056,tt0195685,Erin Brockovich (2000),erin brockovich,http://www.imdb.com/title/tt0195685/,7.3,108383,7860,2000,video.movie,34,43,164,607,474,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3057,tt0195714,Final Destination (2000),final destination,http://www.imdb.com/title/tt0195714/,6.8,141163,5880,2000,video.movie,3,3,65,1679,656,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.3058,tt0196072,Saturday Night Live: The Best of Robin Williams (Video 1991),saturday night live the best of robin williams video,http://www.imdb.com/title/tt0196072/,7.2,80,6540,1991,video.movie,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3059,tt0196216,Schmalspurganoven (2000),schmalspurganoven,http://www.imdb.com/title/tt0196216/,6.7,26124,5640,2000,video.movie,1,3,27,37,184,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.306,tt0033836,Die kleinen Füchse (1941),die kleinen f chse,http://www.imdb.com/title/tt0033836/,8.2,6054,6960,1941,video.movie,1,0,11,47,96,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.3060,tt0196380,The Big Con (1975),the big con,http://www.imdb.com/title/tt0196380/,7.1,17,4800,1975,video.movie,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3061,tt0197148,Mission Hill (TV Series 1999–2002),mission hill tv series,http://www.imdb.com/title/tt0197148/,8.0,2826,1800,1999,video.tv,0,0,0,0,37,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3062,tt0197159,Der kleine Meisterregisseur (TV Series 1999–2004),der kleine meisterregisseur tv series,http://www.imdb.com/title/tt0197159/,8.2,6053,1800,1999,video.tv,0,0,4,151,82,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3063,tt0197194,Who Wants to Be a Millionaire (TV Series 1999– ),who wants to be a millionaire tv series,http://www.imdb.com/title/tt0197194/,5.8,58,3000,1999,video.tv,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3064,tt0198779,Monkey King - Ein Krieger zwischen den Welten (TV Movie 2001),monkey king ein krieger zwischen den welten tv movie,http://www.imdb.com/title/tt0198779/,5.4,1217,9000,2001,video.movie,0,1,14,0,41,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3066,tt0199626,In the Cut (2003),in the cut,http://www.imdb.com/title/tt0199626/,5.3,16708,7140,2003,video.movie,1,2,29,115,349,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
titles03/index.html.3067,tt0199725,Love & Basketball (2000),love basketball,http://www.imdb.com/title/tt0199725/,7.1,10678,7440,2000,video.movie,12,15,28,27,116,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
titles03/index.html.3068,tt0199753,Red Planet (2000),red planet,http://www.imdb.com/title/tt0199753/,5.6,40461,6360,2000,video.movie,0,0,123,222,341,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
titles03/index.html.3070,tt0200309,Zoku Zatôichi monogatari (1962),zoku zat ichi monogatari,http://www.imdb.com/title/tt0200309/,7.4,979,4320,1962,video.movie,0,0,3,6,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3071,tt0200465,Bank Job (2008),bank job,http://www.imdb.com/title/tt0200465/,7.3,129274,6660,2008,video.movie,0,0,35,342,176,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.3072,tt0201675,The Human Condition (1999),the human condition,http://www.imdb.com/title/tt0201675/,7.1,37,600,1999,video.movie,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
titles03/index.html.3073,tt0202470,Rock Star (2001),rock star,http://www.imdb.com/title/tt0202470/,6.1,28668,6300,2001,video.movie,0,0,94,17,186,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3074,tt0202477,Monty Python's Fliegender Zirkus (TV Movie 1971),monty python s fliegender zirkus tv movie,http://www.imdb.com/title/tt0202477/,8.2,824,5400,1971,video.movie,0,0,4,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3075,tt0202677,Way of the Gun (2000),way of the gun,http://www.imdb.com/title/tt0202677/,6.7,24737,7140,2000,video.movie,0,0,68,167,321,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3077,tt0203166,Zusammen! (2000),zusammen,http://www.imdb.com/title/tt0203166/,7.5,15039,6360,2000,video.movie,14,14,21,5,84,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.3078,tt0203667,Making 'The Shining' (TV Movie 1980),making the shining tv movie,http://www.imdb.com/title/tt0203667/,7.6,1297,2100,1980,video.movie,0,0,0,0,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
titles03/index.html.3079,tt0203755,Eine Nacht bei McCool's (2001),eine nacht bei mccool s,http://www.imdb.com/title/tt0203755/,6.1,24178,5580,2001,video.movie,0,0,30,25,128,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.308,tt0033873,Menschenjagd (1941),menschenjagd,http://www.imdb.com/title/tt0033873/,7.5,2431,6300,1941,video.movie,0,0,2,27,52,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.3080,tt0204626,The Watcher (2000),the watcher,http://www.imdb.com/title/tt0204626/,5.3,19705,5820,2000,video.movie,0,0,25,30,176,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
titles03/index.html.3081,tt0204660,Sûpâ Mario Rando (Video Game 1989),s p mario rando video game,http://www.imdb.com/title/tt0204660/,7.5,349,,1989,game,0,0,0,0,4,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3083,tt0205461,Thomas\, die fantastische Lokomotive (2000),thomas die fantastische lokomotive,http://www.imdb.com/title/tt0205461/,3.4,2412,5100,2000,video.movie,0,0,41,11,116,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3084,tt0205658,MGM: When the Lion Roars (TV Mini-Series 1992),mgm when the lion roars tv mini series,http://www.imdb.com/title/tt0205658/,7.2,408,21600,1992,video.tv,1,3,0,0,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3085,tt0206226,Psycho Beach Party (2000),psycho beach party,http://www.imdb.com/title/tt0206226/,6.3,4162,5700,2000,video.movie,3,1,5,23,91,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3086,tt0206305,Ein filmreifer Mord (TV Movie 1999),ein filmreifer mord tv movie,http://www.imdb.com/title/tt0206305/,7.0,1166,5640,1999,video.movie,2,2,2,0,21,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3087,tt0206314,Joyride - Spritztour (2001),joyride spritztour,http://www.imdb.com/title/tt0206314/,6.6,44842,5820,2001,video.movie,0,0,25,145,329,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
titles03/index.html.3088,tt0206512,SpongeBob Schwammkopf (TV Series 1999– ),spongebob schwammkopf tv series,http://www.imdb.com/title/tt0206512/,8.1,38434,1800,1999,video.tv,38,31,114,855,254,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.309,tt0033891,Hier ist John Doe (1941),hier ist john doe,http://www.imdb.com/title/tt0033891/,7.7,7589,7320,1941,video.movie,0,0,41,23,78,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.3090,tt0207153,Tetris (Video Game 1989),tetris video game,http://www.imdb.com/title/tt0207153/,8.2,711,,1989,game,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3092,tt0207341,Biwi No. 1 (1999),biwi no,http://www.imdb.com/title/tt0207341/,5.4,1849,9540,1999,video.movie,5,2,8,19,10,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.3093,tt0207487,Fainaru Fantajî IV (Video Game 1991),fainaru fantaj iv video game,http://www.imdb.com/title/tt0207487/,8.2,582,,1991,game,0,0,4,0,14,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.3094,tt0207934,Getaway (TV Series 1992– ),getaway tv series,http://www.imdb.com/title/tt0207934/,6.3,48,3600,1992,video.tv,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3099,tt0210413,Clerks (TV Series 2000– ),clerks tv series,http://www.imdb.com/title/tt0210413/,7.4,9128,1320,2000,video.tv,0,0,5,44,88,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.310,tt0034116,Der Weg nach Sansibar (1941),der weg nach sansibar,http://www.imdb.com/title/tt0034116/,7.3,2032,5460,1941,video.movie,1,0,13,0,13,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3100,tt0210637,"Cinéma\, de notre temps" David Cronenberg: I Have to Make the Word Be Flesh (TV Episode 1999),cin ma de notre temps david cronenberg i have to make the word be flesh tv episode,http://www.imdb.com/title/tt0210637/,7.3,60,4080,1999,video.episode,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3101,tt0210659,Dulhe Raja (1998),dulhe raja,http://www.imdb.com/title/tt0210659/,6.4,949,,1998,video.movie,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3102,tt0210717,Goya (1999),goya,http://www.imdb.com/title/tt0210717/,6.7,1261,6360,1999,video.movie,13,9,11,0,21,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
titles03/index.html.3104,tt0211181,102 Dalmatiner (2000),dalmatiner,http://www.imdb.com/title/tt0211181/,4.8,20910,6000,2000,video.movie,1,2,46,8,72,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3105,tt0211465,Knockaround Guys (2001),knockaround guys,http://www.imdb.com/title/tt0211465/,6.1,17657,5520,2001,video.movie,0,0,44,21,134,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.3107,tt0211933,Awake (2007),awake,http://www.imdb.com/title/tt0211933/,6.5,54266,5040,2007,video.movie,1,3,25,131,186,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
titles03/index.html.3108,tt0212448,Prince of Persia (Video Game 1989),prince of persia video game,http://www.imdb.com/title/tt0212448/,8.0,668,,1989,game,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3112,tt0213149,Pearl Harbor (2001),pearl harbor,http://www.imdb.com/title/tt0213149/,5.9,195222,10980,2001,video.movie,10,35,236,975,1966,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.3113,tt0213338,Cowboy Bebop (TV Series 1998– ),cowboy bebop tv series,http://www.imdb.com/title/tt0213338/,9.0,31283,1500,1998,video.tv,0,0,63,112,153,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3114,tt0213544,Chacha Bhatija (1977),chacha bhatija,http://www.imdb.com/title/tt0213544/,5.8,118,,1977,video.movie,0,0,0,0,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3116,tt0213890,Liebesbeziehungen (2000),liebesbeziehungen,http://www.imdb.com/title/tt0213890/,7.1,10754,12960,2000,video.movie,11,22,9,105,50,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.3117,tt0214178,Sooryavansham (1999),sooryavansham,http://www.imdb.com/title/tt0214178/,6.0,1217,,1999,video.movie,0,0,2,0,10,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3118,tt0214341,Dragon Ball Z (TV Series 1989–2003),dragon ball z tv series,http://www.imdb.com/title/tt0214341/,8.9,45560,1560,1989,video.tv,0,0,445,138,112,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3119,tt0214930,Maria - Die heilige Mutter Gottes (TV Movie 1999),maria die heilige mutter gottes tv movie,http://www.imdb.com/title/tt0214930/,5.8,887,5280,1999,video.movie,0,0,4,0,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.312,tt0034198,Eheposse (1941),eheposse,http://www.imdb.com/title/tt0034198/,7.2,98,5520,1941,video.movie,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.3121,tt0215545,It's Showtime (2000),it s showtime,http://www.imdb.com/title/tt0215545/,6.4,7807,8100,2000,video.movie,1,9,34,42,183,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3124,tt0216519,Wer wird Millionär? (TV Series 1999– ),wer wird million r tv series,http://www.imdb.com/title/tt0216519/,6.9,228,,1999,video.tv,9,3,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3125,tt0216651,Vampire Hunter D: Bloodlust (2000),vampire hunter d bloodlust,http://www.imdb.com/title/tt0216651/,7.8,19009,6180,2000,video.movie,0,0,8,37,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3126,tt0216707,Dil Kya Kare (1999),dil kya kare,http://www.imdb.com/title/tt0216707/,5.4,598,,1999,video.movie,0,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.3127,tt0216799,Harrison's Flowers (2000),harrison s flowers,http://www.imdb.com/title/tt0216799/,7.2,4915,7800,2000,video.movie,3,1,19,0,77,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
titles03/index.html.3128,tt0217505,Gangs of New York (2002),gangs of new york,http://www.imdb.com/title/tt0217505/,7.5,237708,10020,2002,video.movie,44,62,167,1067,1128,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3130,tt0217979,Deadly Blaze - Heißer als die Hölle (2001),deadly blaze hei er als die h lle,http://www.imdb.com/title/tt0217979/,3.1,452,5580,2001,video.movie,0,0,5,0,25,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.3131,tt0218127,Der Ritt nach Hause (TV Movie 2001),der ritt nach hause tv movie,http://www.imdb.com/title/tt0218127/,6.9,1524,5520,2001,video.movie,1,0,14,8,36,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.3133,tt0218922,Original Sin (2001),original sin,http://www.imdb.com/title/tt0218922/,6.0,36952,6960,2001,video.movie,0,0,29,109,178,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
titles03/index.html.3134,tt0218967,Family Man - Eine himmlische Entscheidung (2000),family man eine himmlische entscheidung,http://www.imdb.com/title/tt0218967/,6.7,72900,7500,2000,video.movie,4,6,33,75,307,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3136,tt0219565,Broken Barrier (1952),broken barrier,http://www.imdb.com/title/tt0219565/,6.6,9,,1952,video.movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.314,tt0034405,A Yank in the R.A.F. (1941),a yank in the r a f,http://www.imdb.com/title/tt0034405/,6.5,681,5880,1941,video.movie,0,0,7,0,22,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3140,tt0221532,Saving Ryan's Privates (1998),saving ryan s privates,http://www.imdb.com/title/tt0221532/,5.0,182,480,1998,video.movie,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
titles03/index.html.3141,tt0222012,Hey Ram - Augenblicke der Zärtlichkeit (2000),hey ram augenblicke der z rtlichkeit,http://www.imdb.com/title/tt0222012/,8.0,5454,11160,2000,video.movie,5,7,2,24,46,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3142,tt0222368,The Nameless (1999),the nameless,http://www.imdb.com/title/tt0222368/,6.0,5052,6120,1999,video.movie,16,5,3,9,56,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3143,tt0222809,The Best of Film Noir (Video 1999),the best of film noir video,http://www.imdb.com/title/tt0222809/,6.6,68,7200,1999,video.movie,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3144,tt0223268,Faust: Love of the Damned (2000),faust love of the damned,http://www.imdb.com/title/tt0223268/,4.0,2687,5880,2000,video.movie,4,4,7,21,67,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.3146,tt0226379,Reversal (2001),reversal,http://www.imdb.com/title/tt0226379/,6.7,191,,2001,video.movie,0,0,4,0,22,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
titles03/index.html.3147,tt0227005,Made (2001),made,http://www.imdb.com/title/tt0227005/,6.5,13486,5700,2001,video.movie,0,0,22,14,160,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
